,id,coco_url,caption_0,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6
2468,286708,http://images.cocodataset.org/val2017/000000286708.jpg,Cat comically wearing a beanie hat looking agitated.,a black and white cat wearing a little purple hat,A BLACK AND WHITE CAT HAS A PURPLE HAT ON,a cat wearing a hat on its head ,A cat with a pink and fuzzy hat on it's head.,,
2469,286849,http://images.cocodataset.org/val2017/000000286849.jpg,Four giraffes sticking their heads through a hole in some large rocks.,Many giraffes are poking their heads beyond some rocks.,Four giraffes poking their heads out from behind a rock.,A group of three giraffe standing next to each other behind a rock.,Four giraffes look around a rock corner in their enclosure.,,
2470,286907,http://images.cocodataset.org/val2017/000000286907.jpg,A blue toilet sitting in a corner of a bathroom.,A bathroom has some blue walls and toilet.,A blue toilet is sitting in a blue bathroom.,A simple blue bathroom with only one toilet.,A bathroom scene with focus on the toilet.,,
2471,286908,http://images.cocodataset.org/val2017/000000286908.jpg,A bunch of images of some tasty looking food.,Various dishes of food sit in bowls on a table.,Several different pictures of various types of food.,A couple of plates of food on a table.,four different pictures of a variety of foods,,
2472,286994,http://images.cocodataset.org/val2017/000000286994.jpg,A elephant drinks from a stream with several other elephants walking in the background.,An elephant drinking water while the rest of the herd is walking in dry grass.,some elephants and one is by some water,A group of elephants with water in front and trees behind.,"One elephant standing away from the rest of the herd, drinking water.",,
2473,287291,http://images.cocodataset.org/val2017/000000287291.jpg,Crowded suburbia area with cars and stoplights with skyline,Cars and people stopped at a city intersection.,A city street with buildings and cars on a rainy day.,A traffic light and cars on a street.,The cars at the intersection are waiting for the pedestrians to cross.,,
2474,287347,http://images.cocodataset.org/val2017/000000287347.jpg,A pretty young lady making a pizza next to a man in a kitchen.,A man and a woman standing over two pizzas.,There are two people working to cook a pizza,A woman prepares a pizza while a man watches.,A person making thin crust pizza in a kitchen,,
2475,287527,http://images.cocodataset.org/val2017/000000287527.jpg,A closeup picture of a couple is seen here.,a guy and a girl posing for a picture,two people standing side by side smiling and one wearing a tie,"a couple standing together and posing for a photo
",A young man and woman holding their heads close to each other.,,
2476,287545,http://images.cocodataset.org/val2017/000000287545.jpg,A large and small giraffe are looking at something while standing next to a log.,Two giraffes have a big log in their enclosure.,A couple of giraffe standing in a building.,A couple of giraffe standing next to each other.,Two giraffes look over a railing blockade. ,,
2477,287649,http://images.cocodataset.org/val2017/000000287649.jpg,A cat laying on top of a wooden computer desk.,A colorful cat is next to a keyoard,"A kitty cat looks up from a desk, near a keyboard.",A cat sits on a desk next to a keyboard. ,a close up of a cat on a desk near a keyboard,,
2478,287667,http://images.cocodataset.org/val2017/000000287667.jpg,An assortment of vegetables made into an interesting shape.,a wooden cutting board a knife some carrots and onions,Two halves of an onion and a carrot positioned to represent either a goofy face or male genetalia.,Oranges and onions shaped to look like a person's face. ,A brown wooden table with a block of cheese with a carrot and two onion balls.,,
2479,287714,http://images.cocodataset.org/val2017/000000287714.jpg,a tub and a sink in a rest room,a bathroom vanity with a lot of bottles on it.,a bathroom with a tub and sink inside of it ,A white bathroom sink sitting under a bathroom mirror.,A clean hotel bathroom is pictured in this image.,,
2480,287874,http://images.cocodataset.org/val2017/000000287874.jpg,A train traveling down train tracks under parking lights.,People are waiting beside the blue train pulling beside the platform. ,A passenger train travels down the tracks at a stop.,A train pulling up to an out door train depot.,A large blue and yellow train stops near a fairly-non urban train-station.,,
2481,287959,http://images.cocodataset.org/val2017/000000287959.jpg,This is a meatball sandwich sitting on a plate. ,a sandwich that has something green and red in it,This cross section of a sandwich is still wrapped,The bread has meat on it  and  vegetable    ,The sandwich had been cut and was ready to eat.,,
2482,288042,http://images.cocodataset.org/val2017/000000288042.jpg,A man standing on a street with a umbrella.,There is a man standing near a river with a umbrella,A gentleman walking in the rain along a river.,A man holding an umbrella next to a waterway.,A man walking with an umbrella near a railing above a river.,,
2483,288062,http://images.cocodataset.org/val2017/000000288062.jpg,A very cute toilet decorated with green woodlands style.,A toilet that has a novelty toilet seat and lid.,A bathroom stall with a toilet decorated with an outdoor mountain lake theme.,a toilet with an unusual green seat and back,A colorful toilet seat open in a toilet stall,,
2484,288391,http://images.cocodataset.org/val2017/000000288391.jpg,The cell phone is gold and hooked up to a wall. ,a large gold cellphone is on a wall,A giant smart phone attached to a bunch of wires.,An old model phone hanging on the wall.,An old cell phone mounted on a wall above an awning.,,
2485,288430,http://images.cocodataset.org/val2017/000000288430.jpg,A man plays with his family on the beach ,A lady her children with a kite on the beach,People flying kites in the sand on a windy beach.,A young woman standing on a sandy beach.,People on a sandy beach with a kite.,,
2486,288584,http://images.cocodataset.org/val2017/000000288584.jpg,A group of people collect around a giraffe head. ,A person in a giraffe costume in a crowd of people.,A person dressed as a giraffe carrying a bullhorn.,Somebody wearing a giraffe costume greets people at a park.,A person with a giraffe costume greets people coming through the gate.,,
2487,288685,http://images.cocodataset.org/val2017/000000288685.jpg,A man standing next to a herd of white sheep.,Many people watch a man and dog herd sheep.,A group of sheep are being herded by a dog as people watch.,A dog is herding sheep in a field.,a sheep in a field with a dog and people watching ,,
2488,288762,http://images.cocodataset.org/val2017/000000288762.jpg,A fresh-looking salad on a square plate. ,A plate of freshly made vegetables served on a plate.,Alfalfa sprouts and colorful pepper salad on a plate.,"A square plate of carrots, spinach and more.",A salad made with yellow pepper strips and green sprouts sits on a square white plate.,,
2489,288862,http://images.cocodataset.org/val2017/000000288862.jpg,a man standing on one hand holding onto a skateboard ,A man doing a trick with a skateboard on a ledge.,A skateboarder doing a flip at a skate park,A man is doing a trick on a skateboard.,A man performing a trick on a ledge on a skateboard.,,
2490,288882,http://images.cocodataset.org/val2017/000000288882.jpg,Two giraffes standing next to each other at a zoo,Dark giraffe stretches it's neck over towards the other one,Two giraffes are standing next to each other.,Two large giraffes inside a fenced area interact with one another,The back side of two giraffes inside a gated area.,,
